price (grands),bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,age,renovated_age,sqft_living15,sqft_lot15
1150,4,3,4160,13170,2,0,0,3,11,3040,1120,16,0,3780,13148
785,4,1.5,2220,4000,1.5,0,0,3,8,1970,250,92,0,1984,4000
872.75,3,2.5,2870,13695,2,0,0,3,10,2870,0,26,0,2840,8472
900,4,2.75,3950,10214,1,0,3,3,10,2050,1900,62,0,3130,8608
350,2,1.75,1740,6620,1.5,0,0,3,8,1740,0,15,0,1560,5400
2575,5,3,4780,20440,1,0,0,4,10,3660,1120,42,0,4660,20440
940,4,2.5,3160,39960,1,0,0,3,10,3160,0,37,0,3900,36444
185,5,1.75,1990,27810,1,0,0,3,7,1990,0,62,0,2240,20000
850,4,3.5,3920,37122,2,0,0,3,10,3920,0,21,0,2550,32647
201,3,1,960,15273,1,0,0,4,7,960,0,54,0,1930,51400
499,2,1.5,1540,6549,2,0,0,3,7,1540,0,37,0,1470,6552
315,4,2.5,1970,5190,2,0,0,3,7,1970,0,15,0,1840,5564
509.95,3,2.5,1880,4668,2,0,0,3,8,1880,0,24,0,2060,4668
286.3,3,2.75,2000,6405,1,0,0,3,8,1260,740,53,0,2130,6510
590,3,2.5,1990,8325,2,0,0,4,8,1310,680,20,0,2450,10606
325,4,1,1400,9384,1.5,0,0,4,6,1400,0,69,0,1600,8432
625,4,2.5,3190,27806,2,0,0,3,9,3190,0,20,0,2810,28619
378,3,1.5,1000,6914,1,0,0,3,7,1000,0,70,0,1000,6947
239.95,3,1.75,1670,6900,1,0,0,3,7,1170,500,39,0,1740,7000
550,4,2,2100,4500,1,0,0,5,7,1060,1040,93,0,1920,3900
325,2,1,1010,6180,1,0,0,3,6,1010,0,114,0,1560,6180
831,4,2.5,2030,3905,1.5,0,0,4,7,1630,400,91,0,2000,3905
249,3,1,1090,10296,1,0,0,4,6,1090,0,67,0,1910,10296
484,4,1.75,2440,16730,1,0,0,3,7,1390,1050,41,0,1390,11600
395,4,3,2500,6278,2,0,0,3,9,2500,0,15,0,2700,7200
839.9,4,2.5,3420,7462,2,0,0,3,9,3420,0,15,0,3080,8031
760,4,2.5,2850,11000,2,0,0,3,8,2850,0,19,0,1720,11000
750,4,1.5,2030,3300,1.5,0,0,4,8,1530,500,90,0,2610,5400
3000,5,3.75,4590,11265,2,0,0,4,11,3450,1140,90,0,3870,8996
440,3,2.5,2230,5800,2,0,0,3,7,2230,0,13,0,2230,6088
501,2,1.75,1810,7523,1,0,0,3,8,1170,640,55,18,2090,7523
739,6,4.5,4000,7500,2,0,0,3,7,4000,0,39,0,1380,6298
685.65,3,1.75,1490,16200,1,0,0,5,8,1490,0,59,0,2070,16200
1005,4,4.5,4225,284011,2,0,0,4,11,4225,0,32,0,2870,14576
980,4,1.75,2120,4000,1.5,0,0,4,8,1920,200,88,0,2300,4000
275,3,1.5,1030,7184,1,0,0,4,7,1030,0,49,0,1330,7262
319.95,4,1.75,2310,8045,1,0,0,4,7,1650,660,41,0,1790,8086
448.5,3,2.25,1830,7943,2,0,0,3,8,1830,0,32,0,2100,8070
437,5,2,2120,137565,1.5,0,0,3,7,2120,0,104,0,2120,157123
330,4,1.5,2500,9448,1,0,0,4,7,1250,1250,51,0,1640,9490
365,3,2.5,2470,7700,2,0,0,4,8,2470,0,27,0,2400,7700
329,2,1,940,7700,1,0,0,4,6,940,0,101,0,1290,7375
681.5,5,2.75,3260,11700,1,0,0,3,8,1630,1630,53,0,2860,11700
566,3,2.25,1660,10140,1,0,0,4,8,1370,290,37,0,2100,10125
897.5,4,3,4370,217882,2,0,0,3,10,4370,0,33,0,2430,35096
738,3,2.5,2620,9112,2,0,0,3,9,2620,0,22,0,2620,9067
185,3,1.75,1500,7800,1,0,0,3,7,1500,0,49,0,1490,7800
445,2,1,910,7200,1,0,1,4,7,830,80,81,0,1700,7200
175,3,1.75,1430,4920,1,0,0,2,6,1430,0,60,0,1550,5646
315,2,1,900,8556,1,0,0,3,6,760,140,76,0,1500,8556
445,4,1.75,1250,7400,1,0,0,5,6,1250,0,58,0,990,7600
1400,5,3,3850,14990,1,0,0,4,9,2290,1560,53,0,3010,15001
832.5,4,2.5,3450,35100,2,0,0,3,10,3450,0,30,0,3110,35894
771.15,4,3.5,3950,12320,2,0,0,3,10,3950,0,16,0,3920,11086
225,4,1.5,1950,12559,1.5,0,0,3,6,1950,0,78,0,1950,9178
389.95,3,2.5,1700,6396,2,0,0,3,7,1700,0,14,0,1700,4444
435,3,2.5,2370,6082,2,0,0,3,7,2370,0,13,0,2690,6152
845,3,1.75,1600,2538,2,0,0,3,7,1600,0,88,0,1660,1750
1300,4,1.75,4060,5500,2,0,0,5,9,2660,1400,93,0,3320,5500
350,3,2.25,1322,1796,2,0,0,3,8,1087,235,12,0,1690,2025
250,3,1.75,1140,10400,1,0,0,4,7,1140,0,34,0,1280,9800
370,2,1.5,1280,2096,2,0,0,3,7,1080,200,10,0,1340,7452
750,4,2.5,3080,4553,2.5,0,0,3,8,3080,0,9,0,2750,4929
439.95,2,1.75,1210,3000,1,0,0,5,7,910,300,111,0,1260,3000
395,4,1.75,1950,10219,1,0,0,3,7,1950,0,55,0,1500,9099
375,4,1,1450,6820,1.5,0,0,3,6,1450,0,70,0,1450,6820
263,3,2.25,1590,7748,2,0,0,4,7,1590,0,26,0,1590,7606
185,3,1,1240,9198,1.5,0,0,4,7,1240,0,58,0,1170,8970
500,3,1,1440,54315,1,0,0,3,7,790,650,43,0,2690,40518
920,4,2.5,3470,10045,2,0,0,3,10,3470,0,24,0,4370,12359
936,7,3.75,5100,21802,2,0,0,3,10,3640,1460,16,0,3350,10005
1500,3,1.75,2430,12757,1,0,2,4,8,1340,1090,65,0,2930,12450
1100,3,2.25,2420,7200,1,0,0,3,8,1420,1000,69,0,2500,7200
247,3,2.5,1510,10875,1,0,0,3,7,1150,360,27,0,1810,9916
289.5,3,1,1200,5525,1,0,0,2,7,1200,0,70,0,1580,7200
432.5,3,2.5,2240,6396,2,0,0,3,7,2240,0,15,0,2610,5128
680,3,1.75,1870,4320,1,0,0,4,7,970,900,97,0,1810,3900
589,3,1,1110,6000,1.5,0,0,5,7,1110,0,85,0,1420,6000
756.45,4,2,3210,8400,1.5,0,0,5,7,2040,1170,103,0,2540,6458
536.65,3,1.75,2090,8910,1,0,0,3,8,1230,860,42,0,2310,10695
540,3,2.25,1320,1800,2,0,0,3,7,1320,0,23,0,2010,4500
385,3,1.75,1340,3850,1,0,0,4,7,1340,0,57,0,1540,7645
485,3,1,1020,6120,1,0,0,3,7,1020,0,76,0,2370,6695
240,3,2,1220,17652,1,0,0,4,7,1220,0,37,0,1990,17652
415.5,3,2,1220,17652,1,0,0,4,7,1220,0,37,0,1990,17652
550,3,2,1390,2688,1.5,0,0,5,7,1390,0,102,0,1440,2900
1260,4,2,2970,5400,2.5,0,0,4,9,2970,0,117,0,2500,5040
430,2,2,1440,213008,2,0,0,4,7,1440,0,27,0,1630,161172
415,2,1.75,1550,4257,1,0,3,3,7,830,720,64,0,1920,5100
365,4,2.5,1904,8200,2,0,0,5,7,1904,0,18,0,1560,12426
257,4,1.5,1400,8500,2,0,0,3,7,1400,0,42,0,1580,7650
420,3,2.5,2140,3821,2,0,0,3,8,2140,0,12,0,2860,3841
338.995,3,1.75,1320,9450,1,0,0,5,7,1320,0,74,0,1320,8315
615,3,1.75,2620,8280,1,0,0,4,7,1330,1290,69,0,1530,8160
312.5,4,0.5,2300,5570,2,0,0,3,8,2300,0,21,0,1820,6371
513,4,2.5,2000,5684,2,0,0,3,8,2000,0,21,0,2210,7066
857.5,4,2.75,2960,5040,2,0,3,3,9,2210,750,65,41,2270,5500
1060,3,2.75,2700,22343,1.5,0,1,4,10,2700,0,40,0,3390,15682
585,3,1.75,1740,9500,1,0,3,4,8,1150,590,59,0,2110,9450
350.5,2,2.5,1770,4950,1,0,0,3,7,1770,0,14,0,1770,4500
215,3,2,1290,9312,1,0,0,3,7,1290,0,70,0,1650,7300
440,4,2,1450,8400,1.5,0,0,4,7,1450,0,55,0,1450,7440
270,3,2.25,1420,7800,1,0,0,4,7,1130,290,32,0,1460,7800
385,3,0.75,1330,7020,1,0,0,5,7,1330,0,93,0,1410,5802
688.5,3,1.75,1760,4125,1.5,0,3,4,7,1760,0,90,0,1760,4000
700,3,1.75,2010,4905,1,0,0,5,7,1230,780,105,0,2210,1834
585,5,2,2560,14467,1,0,0,3,8,1280,1280,57,0,2200,10267
401,2,1.5,1260,2625,2,0,0,4,7,1260,0,34,0,1260,2625
655,4,2.25,2420,7725,1,0,0,4,8,1890,530,45,0,1740,7944
317,3,1,1010,5400,1,0,0,3,6,1010,0,58,0,960,5400
500,4,2.5,1770,8155,1.5,0,0,4,6,1770,0,47,23,1460,7360
314.963,2,1,890,6350,1,0,0,3,6,890,0,74,0,1490,6350
715,3,1.5,1670,5060,2,0,2,5,7,1670,0,92,0,1670,5118
280,3,2.25,1360,9600,2,0,0,3,7,1360,0,25,0,1200,10400
531,3,2.5,2120,9736,2,0,0,3,9,2120,0,29,0,2490,8763
617,3,2.5,1910,4488,2,0,0,3,8,1910,0,19,0,1530,3696
440,4,1,1480,7560,1.5,0,0,3,7,1480,0,77,0,1480,7560
140,3,1,1090,10114,1,0,0,4,7,1090,0,62,0,1380,7800
661,4,1.75,1670,13125,1,0,0,5,8,1670,0,44,0,2360,12500
697,4,1.75,1670,13125,1,0,0,5,8,1670,0,44,0,2360,12500
1195,5,2.75,3650,13297,2,0,0,5,9,2750,900,48,0,2900,11568
535,4,2,1970,3515,1,0,0,5,8,1030,940,48,0,1650,4275
404.5,2,2,1320,3060,1.5,0,0,4,6,1320,0,107,0,1410,3264
396.5,3,1,1710,5110,1,0,0,3,7,1100,610,63,0,1310,5110
450,3,2.25,1740,9488,1,0,0,4,8,1180,560,40,0,1880,8615
605,3,3.25,2200,2400,2,0,0,3,8,1740,460,29,0,2200,3600
699,3,2,2010,4320,2,0,2,3,9,2010,0,18,0,1640,5225
805,3,3,3910,19023,2,0,0,3,11,3910,0,32,0,1860,15001
156,1,0.75,470,15000,1,0,0,3,4,470,0,70,0,1730,22500
595,4,2.5,2330,7064,1,0,0,4,8,1780,550,33,0,1740,8075
285,3,1.75,1930,7200,1.5,0,0,3,6,1930,0,88,0,1350,9000
725,4,2.5,3270,6055,2,0,0,3,9,3270,0,10,0,2740,7367
216.3,3,2.5,1650,5000,2,0,0,3,8,1650,0,32,0,1720,5000
410,4,2.75,2220,8450,1,0,0,4,7,1260,960,34,0,1580,8450
597,2,1.75,2470,4600,1,0,3,4,7,1140,1330,101,0,1790,5175
325,3,1,1300,9300,1,0,0,4,7,1300,0,40,0,1300,10064
355,5,2.75,2530,9375,1,0,0,5,7,1530,1000,51,0,2250,8200
338,3,1.5,2400,8215,1,0,0,3,7,1200,1200,56,0,1460,8217
210,4,2.25,1500,5393,2,0,0,3,7,1500,0,18,0,1700,5917
423,4,1.75,1700,9000,1,0,0,3,7,1700,0,50,0,1930,7818
249.5,4,1.5,2120,8554,1,0,0,4,7,1170,950,40,0,1790,8554
325,4,2.5,2240,5105,2,0,0,4,8,2240,0,15,0,1920,5288
257,3,1.75,1540,8223,1,0,0,4,7,1070,470,30,0,1240,8113
550,3,1.75,1890,100623,1,0,3,3,8,1890,0,39,0,2110,50529
490,3,1,1260,9638,2,0,0,4,7,1260,0,97,0,1760,7822
299,2,1.5,1160,3838,2,0,0,3,7,1160,0,34,0,1410,3780
295,2,1,1300,39639,1,0,0,4,6,1300,0,57,0,1880,98881
630,4,2.5,3220,14463,2,0,0,3,8,3220,0,39,0,2550,12109
320,4,1.5,2020,8474,1,0,0,5,7,1010,1010,55,0,1720,8166
1110,4,2.5,2990,8640,1,0,0,5,8,2100,890,58,0,2270,8800
398,4,1,1420,6458,1,0,0,4,7,1420,0,64,0,1670,6350
218,3,1,1020,7874,1,0,0,3,7,1020,0,61,0,1290,7320
590,4,2.75,2400,104108,2,0,0,3,8,2400,0,29,0,2270,54450
1595,5,3,3640,8239,2,0,3,3,10,2540,1100,35,0,3330,10643
348.5,2,2.25,1550,1824,2,0,0,3,8,1550,0,10,0,1460,1826
592.5,2,2,1870,4751,1,0,0,3,8,1870,0,11,0,2170,5580
505,3,2.5,2340,5957,2,0,0,3,8,2340,0,22,0,2340,6604
1430,5,4.25,3350,3600,2,0,0,3,10,2260,1090,3,0,1810,3600
502,3,1,1710,5000,1,0,0,5,7,1140,570,96,0,1670,4000
257.5,2,2,1180,9265,1,0,0,3,7,1180,0,77,0,460,18000
405,3,1.5,1600,7500,1,0,0,3,7,1600,0,51,0,1700,7500
427,3,1.75,1300,5111,1,0,0,4,7,1300,0,58,0,1370,5111
290,3,1.5,1040,9997,1,0,0,4,7,1040,0,62,0,1040,8699
222,3,1,1220,7695,1,0,0,3,7,1220,0,63,0,1210,7412
315,3,2.5,2240,6097,2,0,0,3,8,2240,0,15,0,2240,5574
371,3,1.5,1420,4500,1,0,0,3,7,1420,0,58,0,1540,6375
279.9,3,1.75,1580,6620,1,0,0,3,7,1580,0,29,0,1580,8137
250,3,1.5,2390,23522,1,0,0,2,7,1890,500,79,30,2430,23958
599,4,2.25,2260,29930,2,0,0,4,8,1400,860,40,0,2770,29930
267.3,3,1.75,1890,93218,1,0,0,4,7,1890,0,53,0,1690,172062
585,2,1.75,1830,7200,1,0,2,4,7,1070,760,68,0,1570,6000
350,3,1.75,1000,8268,1,0,0,3,6,1000,0,48,0,1220,7800
506,3,1.75,2180,7700,1,0,0,3,8,1480,700,56,0,2180,7604
400,6,2,2320,210830,2,0,0,4,8,2320,0,55,0,2540,217800
151.1,3,1,840,4495,1,0,0,3,6,840,0,96,0,1260,7434
251,3,1,840,4495,1,0,0,3,6,840,0,96,0,1260,7434
555,4,2.25,2350,8140,1,0,0,4,8,1430,920,40,0,2640,8700
467.5,3,1.75,2040,273556,1,0,0,3,7,2040,0,20,0,1790,273556
479,4,2.5,2370,30378,2,0,0,3,8,2370,0,21,0,2870,34834
247,5,2,1590,9350,1,0,0,5,7,1060,530,55,0,1460,8210
299.5,3,1,1380,10875,1,0,0,3,7,1380,0,40,0,1040,10875
306.888,4,1.5,1940,8970,1.5,0,0,3,7,1270,670,37,0,1960,8470
675,4,2.5,3320,244807,2,0,0,3,9,3320,0,16,0,2530,217800
577,2,1,1090,5265,1.5,0,0,4,7,1090,0,70,0,2080,4000
219.95,3,1.5,1650,9936,1,0,0,3,7,1090,560,50,0,1560,9890
375,3,1.5,1110,5500,1,0,0,3,6,1110,0,77,57,1670,6600
650,4,2.5,2110,6820,1,0,0,5,7,1530,580,75,0,1420,6431
975,3,3,1850,5000,1.5,0,0,2,6,1850,0,117,0,1360,2500
229,1,1,600,3720,1,0,0,3,6,600,0,97,0,1480,4800
575,5,2.5,2760,4000,1.5,0,0,3,8,1730,1030,91,88,1680,4000
815,4,1.75,2970,14880,1,0,4,5,9,1560,1410,55,0,3310,13388
525,3,1.75,2300,43560,1,0,0,4,7,1350,950,38,0,2320,57000
471,3,2.5,2030,2805,2,0,0,3,8,1720,310,16,0,1670,2898
450,4,1.75,2160,4333,1,0,0,4,8,1260,900,75,0,1670,4426
590,3,2,1650,6150,2,0,0,4,7,1650,0,91,67,1280,6150
744,4,2.5,3140,7260,2,0,0,3,8,2200,940,13,0,2860,8186
460,4,2.25,2690,36114,2,0,0,4,9,2690,0,31,0,2570,35091
299,5,2.5,1940,9389,1,0,0,4,7,1290,650,57,0,1810,9390
231,4,1,1220,5120,1.5,0,0,5,6,1220,0,77,0,1540,7670
195,3,1,1300,9600,1,0,0,4,6,1300,0,42,0,1150,10222
305,3,1.75,1660,11500,1,0,0,3,7,1130,530,38,0,1250,11000
895,4,1.5,3390,6200,2,0,0,4,8,2530,860,101,0,3080,6000
1110,4,1.5,2310,13300,1,0,0,3,7,1890,420,67,0,2840,12744
339,2,1,950,7954,1,0,0,4,7,950,0,76,0,1180,6828
885,4,3.75,2400,3520,1,0,0,3,7,1370,1030,93,81,2230,1419
375,3,1,1780,5236,1.5,0,0,5,6,1050,730,73,0,1260,5320
367.4,4,1.5,1280,7400,1,0,0,3,7,1280,0,59,0,1310,7400
700,4,2,1930,5398,1,0,0,3,7,1430,500,64,0,1910,4902
667,5,2.25,2560,10360,1,0,0,4,8,1870,690,51,0,2070,7875
200,2,1,920,5250,1,0,0,4,6,920,0,111,0,1210,5250
552.775,3,2.5,1900,18414,2,0,0,3,8,1900,0,46,36,2900,39921
452,3,2,2270,148975,1,0,0,4,6,1270,1000,117,80,2210,17388
418,3,2.5,2080,16050,1,0,0,5,8,1360,720,39,0,1790,14550
601.5,3,1.75,1460,10128,1,0,0,3,8,1460,0,49,32,2240,10154
600,3,1.75,1670,39639,1,0,0,4,8,1670,0,41,16,2330,30492
340,4,2.5,2810,6481,2,0,0,3,9,2810,0,19,0,2660,6958
310,3,2.5,2370,6752,2,0,0,3,8,2370,0,23,0,1870,7455
290,2,1.75,1700,18000,1,0,0,3,8,1700,0,45,0,1700,8225
438,2,1,1630,9255,1,0,0,3,7,1630,0,76,0,1800,8000
718,4,2.75,2930,4408,1,0,0,5,8,1660,1270,78,0,2200,4000
200,2,1,860,6600,1,0,0,5,6,860,0,68,0,1030,6732
479.9,3,2,1980,12150,1,0,0,3,9,1980,0,23,0,2200,12150
400,3,2.5,2080,7877,2,0,0,3,9,2080,0,30,0,2550,7660
219.95,3,1,1060,10042,1,0,0,4,7,1060,0,60,0,1130,10925
300,3,2.5,1590,3381,2,0,0,3,7,1590,0,17,0,1820,3383
437,3,2.25,1980,8775,1,0,0,3,7,1290,690,58,0,1550,9240
350,4,2,1720,7210,1,0,0,3,7,860,860,46,0,1250,7210
626,4,1.75,1350,9293,1,0,0,4,7,1350,0,63,0,1890,9293
490,3,2.5,2080,12032,2,0,0,3,8,2080,0,39,0,2320,9900
289,3,2.5,2090,4700,2,0,0,3,8,2090,0,15,0,2740,5040
595,3,2.5,2030,5100,2,0,0,3,7,2030,0,9,0,1790,4380
676,3,2.25,2680,41804,1,0,0,3,9,2680,0,28,0,2680,40866
389,3,1.75,1820,8028,1,0,0,3,7,1220,600,37,0,1940,11100
240,3,2,1300,5000,1,0,0,4,7,1300,0,34,0,1630,7500
382.5,4,2.5,2210,7079,2,0,0,3,8,2210,0,24,0,1970,7000
511.555,3,2,1400,7293,1,0,0,4,7,1400,0,54,0,1600,7960
710.5,3,1.75,2040,4125,1.5,0,0,4,8,1540,500,100,0,1620,4400
429,3,2.5,2420,49928,2,0,0,3,8,1860,560,32,0,2620,37301
170,4,1.75,1920,7500,1,0,0,4,7,1920,0,55,0,1490,8000
2135,4,3.25,3860,17820,1,0,4,4,10,2630,1230,42,0,4590,23760
480,5,2.75,2760,7200,1,0,0,3,7,1430,1330,38,0,2460,8750
1665,4,3.75,3450,8395,2,0,4,4,10,2640,810,24,0,3180,5183
225,3,1,1040,6535,1,0,0,3,6,1040,0,70,0,1100,6535
615,3,1.75,2220,7224,1,0,2,3,8,2040,180,42,0,2540,9990
438.95,4,2.5,2470,385506,2,0,3,3,7,2470,0,26,0,1680,158994
242,3,1.75,1300,9856,1,0,0,4,7,1300,0,55,0,1400,9600
560,3,2.5,1960,9686,1,0,0,3,8,1460,500,28,0,1960,8254
857.5,3,1.5,2040,3960,2,0,2,5,8,2040,0,89,0,1540,3400
685,4,2.5,3030,7864,2,0,0,3,9,3030,0,18,0,2790,7034
486,4,3,2260,7336,2,0,0,4,7,2260,0,40,0,2200,7724
749,3,2.5,2670,10338,2,0,0,3,9,2670,0,30,0,2670,8866
260,3,2.5,1520,6298,2,0,0,3,7,1520,0,31,0,1670,7207
1015,3,1.75,3610,8502,1.5,0,2,3,10,2610,1000,87,0,2900,5016
565,3,1.75,1130,5111,1,0,0,4,7,930,200,75,0,1360,4424
355,3,2,1480,2502,2,0,0,3,7,1480,0,26,0,1850,5000
775,5,2,3540,9970,2,0,3,3,9,3540,0,47,0,2280,7195
335,4,2.25,2100,7305,1,0,0,4,7,1050,1050,54,0,1760,7308
1300,5,4,3366,7800,2.5,0,2,3,8,2966,400,80,0,2340,6000
545,3,1.75,1810,3000,1.5,0,0,4,7,1810,0,114,0,1140,3000
540,3,1.75,1680,4240,1.5,0,0,4,7,1680,0,91,0,1460,4240
687.5,3,1.75,2450,9377,1,0,2,4,8,1540,910,55,0,2520,9725
115,1,2,1150,9812,1,0,0,4,7,1150,0,55,0,1200,9812
227,1,2,1150,9812,1,0,0,4,7,1150,0,55,0,1200,9812
870,4,2.5,3240,7621,2,0,2,3,9,3240,0,14,0,4610,7150
1190,4,2.5,3480,12164,1.5,0,0,4,11,3480,0,33,0,3960,16855
375,4,2.5,2800,5000,2,0,0,3,9,2800,0,11,0,2960,5092
902,3,2.75,3240,7200,1,0,2,3,8,1620,1620,57,0,2700,7200
269.5,2,1.5,1480,7276,1,0,0,4,6,940,540,39,0,1090,6710
570,3,1,1700,4750,1.5,0,0,4,6,1200,500,108,0,1550,4750
359.95,2,1,1240,7590,1,0,0,4,7,1040,200,78,0,1190,5692
1450,4,3.5,3720,8301,2,0,0,3,10,2880,840,9,0,2080,9676
615,3,2.5,1910,3427,2,0,0,3,8,1910,0,16,0,2240,3720
250,4,2,2120,8701,1.5,0,0,4,7,2120,0,57,0,1720,8527
530,4,2.5,3020,6788,2,0,0,3,7,3020,0,15,0,2640,5325
474.95,3,2,2250,222156,1,0,0,3,7,2250,0,30,0,2110,121968
490,4,2,1650,6480,2,0,0,5,7,1650,0,70,0,1650,6350
210,2,1.5,880,1157,2,0,0,3,7,880,0,10,0,1070,1203
265.5,3,1,1860,9225,1,0,0,3,7,1860,0,60,0,1740,12204
1462.5,5,3.25,3840,4800,3,0,3,3,10,2750,1090,9,0,2060,4800
310,4,2.25,2192,12128,2,0,0,3,8,2192,0,11,0,1914,4649
324.5,3,2.5,1590,4108,2,0,0,3,7,1590,0,14,0,2160,3912
599,4,4.75,3700,11000,1,0,0,4,7,1840,1860,55,0,1720,11564
525,4,2.5,3670,9958,2,0,0,3,10,3670,0,12,0,3300,10679
400,3,1,1630,10304,1,0,0,5,7,1630,0,64,0,1480,8515
887.5,3,3,4230,54977,2,0,3,3,9,3780,450,66,49,2880,27201
344,2,1,1060,3325,1.5,0,0,4,6,770,290,85,0,1820,4275
525,3,2.5,2700,7434,2,0,0,3,9,2700,0,26,0,2660,8405
385,3,2.25,2110,8000,2,0,0,3,8,2110,0,42,0,1740,7270
820,4,2.5,3720,8633,2,0,0,3,10,3720,0,18,0,3515,9660
1305,4,3.5,3440,5000,2,0,0,3,11,2560,880,11,0,3090,10241
549,4,2.25,2420,59800,1,0,0,4,8,1350,1070,32,0,2160,17598
180,3,1,1090,6771,1.5,0,0,3,7,1090,0,88,0,1230,4662
589,4,2.5,2910,5776,2,0,2,3,8,2910,0,19,0,2550,6750
350,3,1,1050,5518,1,0,0,3,7,1050,0,69,0,1490,4269
197.4,3,2,1610,7575,1,0,0,4,7,1110,500,52,0,1920,8400
267,3,2.5,1760,6477,2,0,0,4,8,1760,0,31,0,1890,6800
480,3,1.5,1540,20281,1,0,0,3,7,1540,0,40,0,1710,21090
650,4,2.5,2580,9450,1,0,0,4,8,1660,920,58,0,2060,9450
600,2,1,1370,5000,1.5,0,0,3,7,1370,0,112,0,1500,5000
490,2,1.75,1440,6265,1,0,0,3,8,1440,0,12,0,1810,5209
225,3,1,1410,7700,1,0,0,3,7,980,430,55,0,1510,7700
640,3,2.25,1980,10115,1,0,0,3,8,1980,0,58,0,2800,10143
710,3,3.5,2440,3427,2,0,0,3,7,1990,450,17,0,2440,2601
325,3,2,1350,11805,1,0,0,3,7,1350,0,31,0,1350,14200
595,3,3.25,3130,28001,1,0,0,3,9,2210,920,32,0,2710,34999
128.75,3,1,880,7004,1,0,0,3,5,880,0,67,0,880,7828
465,3,2.25,1920,7300,1,0,0,3,7,1240,680,56,0,1920,7700
710,4,1.75,2700,7625,1,0,0,4,8,1450,1250,80,0,1760,3300
605,4,2.75,1670,6000,1,0,0,5,7,840,830,100,0,1100,6000
994,4,2.5,3470,20445,2,0,0,4,10,3470,0,54,0,3360,21950
489.95,3,2.25,1820,7326,2,0,0,3,8,1820,0,34,0,2430,7696
365,3,1.5,1310,8160,1,0,0,3,7,1310,0,67,0,1090,7560
359.95,3,2,1790,7212,1,0,0,4,8,1790,0,19,0,2330,7212
495,4,2.5,2460,4774,2,0,0,3,8,2460,0,11,0,2510,4399
255,3,1.5,1060,9039,1,0,0,3,7,1060,0,44,40,1410,9515
330,3,1.75,1340,10276,1,0,0,4,7,1340,0,56,0,2950,7987
450,3,1.75,1480,8394,1,0,0,4,8,1480,0,46,0,1920,9184
655,4,2.5,3500,11306,2,0,2,3,9,3500,0,12,0,3180,8028
485,4,2.75,2910,16362,1,0,2,4,9,2120,790,48,0,2850,14904
375,4,1.75,1940,15909,1,0,0,3,8,970,970,43,0,1940,15120
570,4,2.5,2280,4534,2,0,0,3,8,2280,0,14,0,2246,4534
350,3,2.25,1190,1022,3,0,0,3,8,1190,0,19,0,1210,1171
550,3,1,1260,6000,1,0,3,3,7,1260,0,66,0,2020,6600
513,5,2,2270,8652,1,0,0,3,7,1150,1120,52,0,1950,8050
450,4,2.25,1990,7320,1,0,0,4,7,1030,960,52,0,1320,7320
432.5,4,1.75,1500,1856,1,0,0,5,7,750,750,116,0,1220,1739
432,5,2.75,2060,329903,1.5,0,3,5,7,2060,0,28,0,2240,220232
480,3,2.25,1950,8892,2,0,0,3,8,1950,0,34,0,1900,8750
402.2,3,1.75,1790,6980,1,0,0,3,7,1330,460,37,0,1770,8081
650,3,1,1520,10227,1,0,0,4,6,1520,0,66,0,2710,10912
1199.5,4,2.5,3240,13044,2,0,0,4,9,3240,0,33,0,2920,13044
312,3,2,2440,13250,1,0,0,4,8,1440,1000,40,0,2400,10650
610,4,2,2220,5821,1.5,0,0,4,7,1380,840,101,0,1850,5000
823,5,1.75,2640,7722,1.5,0,0,4,7,1650,990,102,0,1750,4000
471,4,1.75,1450,3750,1,0,0,4,7,950,500,92,0,1850,4000
481.015,3,2.25,1550,5511,2,0,0,3,8,1550,0,30,0,1620,5511
1959,5,4.5,6200,23373,3,0,1,4,11,5050,1150,29,0,3700,14486
624,4,3.25,2810,11250,1,0,0,3,8,1680,1130,37,0,2110,11250
480,4,2.5,2080,7966,1,0,0,3,7,1200,880,47,0,1920,7500
815,3,1.5,1370,8671,1,0,0,3,7,1370,0,62,0,1580,8671
1650,4,2.25,2920,20400,1,0,0,4,11,2920,0,51,0,3080,20400
180,3,1,1000,18513,1,0,0,3,6,1000,0,77,0,1280,8113
156.601,2,1.75,1210,9750,1,0,0,3,7,1210,0,33,0,1650,9750
374.95,4,2.5,2790,4650,2,0,0,3,8,2790,0,13,0,2850,4650
368,2,1.5,1660,4680,1,0,0,5,6,830,830,109,0,1930,5400
550,3,2,1650,3952,2,0,0,3,7,1650,0,67,0,1210,4560
198,3,1.75,1300,6318,1,0,0,3,7,1300,0,37,0,1150,8002
345,3,1.75,1090,7200,1,0,0,3,7,1090,0,49,0,1240,7200
1712.75,5,2.5,2660,6572,1,0,0,5,9,1960,700,58,0,3960,14595
185.9,3,1,940,10890,1,0,0,4,5,940,0,108,0,1370,10255
950,3,2.75,2750,18029,1,0,2,5,9,1810,940,39,0,2850,10021
995,4,4.5,3850,13551,2,0,2,3,10,3000,850,19,0,3480,10737
345,2,1,860,8250,1,0,0,3,7,860,0,77,0,1780,11200
741,4,2.75,2070,10125,1,0,0,3,7,1390,680,55,0,1850,10125
737,2,2.25,2290,9772,1,0,0,3,8,2290,0,10,0,1810,6077
668.75,4,2.5,2340,6420,1,0,2,3,8,1590,750,53,0,2110,10856
